Name,Possible Value,Increment,Unit,Range,Read Only,Title,Description,,,,,,
RATE_RLL_D,0.003,,,,FALSE,,Coming soon,0.003,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_RLL_D(0.003,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_RLL_I,0.08499999,,,,FALSE,,Coming soon,0.08499999,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_RLL_I(0.08499999,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_RLL_IMAX,1000,,,,FALSE,,Coming soon,1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_RLL_IMAX(1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_RLL_P,0.08499999,,,,FALSE,,Coming soon,0.08499999,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_RLL_P(0.08499999,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_YAW_D,0.003,,,,FALSE,,Coming soon,0.003,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_YAW_D(0.003,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_YAW_I,0.02,,,,FALSE,,Coming soon,0.02,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_YAW_I(0.02,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_YAW_IMAX,1000,,,,FALSE,,Coming soon,1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_YAW_IMAX(1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_YAW_P,0.17,,,,FALSE,,Coming soon,0.17,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_YAW_P(0.17,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RC_FEEL_RP,100,,List,0:Standard 1000:VerySoft 25:Soft 50:Medium 75:Crisp 100:VeryCrisp,FALSE,,RC feel for roll/pitch which controls vehicle response to user input with 0 being extremely soft and 100 being crisp,100,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Standard"");put(1000,""VerySoft"");put(25,""Soft"");put(50,""Medium"");put(75,""Crisp"");put(100,""VeryCrisp"");}};",true,"RC_FEEL_RP(100,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Standard"");put(1000,""VerySoft"");put(25,""Soft"");put(50,""Medium"");put(75,""Crisp"");put(100,""VeryCrisp"");}};,true,"""",""RC feel for roll/pitch which controls vehicle response to user input with 0 being extremely soft and 100 being crisp""),"
RC_SPEED,490,,Hz,50 490,FALSE,,This is the speed in Hertz that your ESCs will receive updates,490,1,MAV_PARAM_UNIT.Hz,"50,490",true,"RC_SPEED(490,1,MAV_PARAM_UNIT.Hz,50,490,true,"""",""This is the speed in Hertz that your ESCs will receive updates""),"
RC1_DZ,30,,PWM,0 200,FALSE,,dead zone around trim or bottom,30,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC1_DZ(30,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC1_MAX,1976,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1976,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC1_MAX(1976,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC1_MIN,998,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",998,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC1_MIN(998,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC1_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC1_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC1_TRIM,1483,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1483,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC1_TRIM(1483,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC10_DZ,0,,PWM,0 200,FALSE,,dead zone around trim or bottom,0,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC10_DZ(0,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC10_FUNCTION,0,,List,0:Disabled 1:RCPassThru 2:Flap 3:Flap_auto 4:Aileron 6:mount_pan 7:mount_tilt 8:mount_roll 9:mount_open 10:camera_trigger 11:release 12:mount2_pan 13:mount2_tilt 14:mount2_roll 15:mount2_open 16:DifferentialSpoiler1 17:DifferentialSpoiler2 18:AileronWithInput 19:Elevator 20:ElevatorWithInput 21:Rudder 24:Flaperon1 25:Flaperon2 26:GroundSteering 27:Parachute 28:EPM 29:LandingGear 30:EngineRunEnable 31:HeliRSC 32:HeliTailRSC 33:Motor1 34:Motor2 35:Motor3 36:Motor4 37:Motor5 38:Motor6 39:Motor7 40:Motor8 51:RCIN1 52:RCIN2 53:RCIN3 54:RCIN4 55:RCIN5 56:RCIN6 57:RCIN7 58:RCIN8 59:RCIN9 60:RCIN10 61:RCIN11 62:RCIN12 63:RCIN13 64:RCIN14 65:RCIN15 66:RCIN16 67:Ignition 68:Choke 69:Starter 70:Throttle,FALSE,,Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};",true,"RC10_FUNCTION(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};,true,"""",""Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function""),"
RC10_MAX,1900,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1900,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC10_MAX(1900,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC10_MIN,1100,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1100,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC10_MIN(1100,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC10_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC10_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC10_TRIM,0,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",0,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC10_TRIM(0,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC11_DZ,0,,PWM,0 200,FALSE,,dead zone around trim or bottom,0,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC11_DZ(0,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC11_FUNCTION,0,,List,0:Disabled 1:RCPassThru 2:Flap 3:Flap_auto 4:Aileron 6:mount_pan 7:mount_tilt 8:mount_roll 9:mount_open 10:camera_trigger 11:release 12:mount2_pan 13:mount2_tilt 14:mount2_roll 15:mount2_open 16:DifferentialSpoiler1 17:DifferentialSpoiler2 18:AileronWithInput 19:Elevator 20:ElevatorWithInput 21:Rudder 24:Flaperon1 25:Flaperon2 26:GroundSteering 27:Parachute 28:EPM 29:LandingGear 30:EngineRunEnable 31:HeliRSC 32:HeliTailRSC 33:Motor1 34:Motor2 35:Motor3 36:Motor4 37:Motor5 38:Motor6 39:Motor7 40:Motor8 51:RCIN1 52:RCIN2 53:RCIN3 54:RCIN4 55:RCIN5 56:RCIN6 57:RCIN7 58:RCIN8 59:RCIN9 60:RCIN10 61:RCIN11 62:RCIN12 63:RCIN13 64:RCIN14 65:RCIN15 66:RCIN16 67:Ignition 68:Choke 69:Starter 70:Throttle,FALSE,,Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};",true,"RC11_FUNCTION(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};,true,"""",""Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function""),"
RC11_MAX,1900,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1900,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC11_MAX(1900,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC11_MIN,1100,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1100,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC11_MIN(1100,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC11_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC11_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC11_TRIM,0,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",0,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC11_TRIM(0,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC2_DZ,30,,PWM,0 200,FALSE,,dead zone around trim or bottom,30,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC2_DZ(30,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC2_MAX,1983,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1983,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC2_MAX(1983,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC2_MIN,996,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",996,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC2_MIN(996,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC2_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC2_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC2_TRIM,1492,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1492,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC2_TRIM(1492,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC3_DZ,30,,PWM,0 200,FALSE,,dead zone around trim or bottom,30,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC3_DZ(30,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC3_MAX,1982,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1982,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC3_MAX(1982,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC3_MIN,996,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",996,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC3_MIN(996,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC3_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC3_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC3_TRIM,1000,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1000,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC3_TRIM(1000,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC4_DZ,40,,PWM,0 200,FALSE,,dead zone around trim or bottom,40,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC4_DZ(40,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC4_MAX,1981,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1981,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC4_MAX(1981,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC4_MIN,992,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",992,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC4_MIN(992,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC4_REV,1,,List,-1:Reversed 1:Normal,FALSE,,Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.,1,1,MAV_PARAM_UNIT.List,"-1:Reversed,1:Normal",true,"RC4_REV(1,1,MAV_PARAM_UNIT.List,-1:Reversed,1:Normal,true,"""",""Reverse servo operation. Set to 1 for normal (forward) operation. Set to -1 to reverse this channel.""),"
RC4_TRIM,1486,,PWM,800 2200,FALSE,,"RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1486,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC4_TRIM(1486,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC trim (neutral) PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC5_DZ,0,,PWM,0 200,FALSE,,dead zone around trim or bottom,0,1,MAV_PARAM_UNIT.PWM,"0,200",true,"RC5_DZ(0,1,MAV_PARAM_UNIT.PWM,0,200,true,"""",""dead zone around trim or bottom""),"
RC5_FUNCTION,0,,List,0:Disabled 1:RCPassThru 2:Flap 3:Flap_auto 4:Aileron 6:mount_pan 7:mount_tilt 8:mount_roll 9:mount_open 10:camera_trigger 11:release 12:mount2_pan 13:mount2_tilt 14:mount2_roll 15:mount2_open 16:DifferentialSpoiler1 17:DifferentialSpoiler2 18:AileronWithInput 19:Elevator 20:ElevatorWithInput 21:Rudder 24:Flaperon1 25:Flaperon2 26:GroundSteering 27:Parachute 28:EPM 29:LandingGear 30:EngineRunEnable 31:HeliRSC 32:HeliTailRSC 33:Motor1 34:Motor2 35:Motor3 36:Motor4 37:Motor5 38:Motor6 39:Motor7 40:Motor8 51:RCIN1 52:RCIN2 53:RCIN3 54:RCIN4 55:RCIN5 56:RCIN6 57:RCIN7 58:RCIN8 59:RCIN9 60:RCIN10 61:RCIN11 62:RCIN12 63:RCIN13 64:RCIN14 65:RCIN15 66:RCIN16 67:Ignition 68:Choke 69:Starter 70:Throttle,FALSE,,Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};",true,"RC5_FUNCTION(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""RCPassThru"");put(2,""Flap"");put(3,""Flap_auto"");put(4,""Aileron"");put(6,""mount_pan"");put(7,""mount_tilt"");put(8,""mount_roll"");put(9,""mount_open"");put(10,""camera_trigger"");put(11,""release"");put(12,""mount2_pan"");put(13,""mount2_tilt"");put(14,""mount2_roll"");put(15,""mount2_open"");put(16,""DifferentialSpoiler1"");put(17,""DifferentialSpoiler2"");put(18,""AileronWithInput"");put(19,""Elevator"");put(20,""ElevatorWithInput"");put(21,""Rudder"");put(24,""Flaperon1"");put(25,""Flaperon2"");put(26,""GroundSteering"");put(27,""Parachute"");put(28,""EPM"");put(29,""LandingGear"");put(30,""EngineRunEnable"");put(31,""HeliRSC"");put(32,""HeliTailRSC"");put(33,""Motor1"");put(34,""Motor2"");put(35,""Motor3"");put(36,""Motor4"");put(37,""Motor5"");put(38,""Motor6"");put(39,""Motor7"");put(40,""Motor8"");put(51,""RCIN1"");put(52,""RCIN2"");put(53,""RCIN3"");put(54,""RCIN4"");put(55,""RCIN5"");put(56,""RCIN6"");put(57,""RCIN7"");put(58,""RCIN8"");put(59,""RCIN9"");put(60,""RCIN10"");put(61,""RCIN11"");put(62,""RCIN12"");put(63,""RCIN13"");put(64,""RCIN14"");put(65,""RCIN15"");put(66,""RCIN16"");put(67,""Ignition"");put(68,""Choke"");put(69,""Starter"");put(70,""Throttle"");}};,true,"""",""Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function""),"
RC5_MAX,1982,,PWM,800 2200,FALSE,,"RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",1982,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC5_MAX(1982,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC maximum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
RC5_MIN,992,,PWM,800 2200,FALSE,,"RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",992,1,MAV_PARAM_UNIT.PWM,"800,2200",true,"RC5_MIN(992,1,MAV_PARAM_UNIT.PWM,800,2200,true,"""",""RC minimum PWM pulse width. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.""),"
